,hypergraph,two_nest_set,three_nest_set
300,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [4, 5, 6, 8], 'e2': [5, 6]}","[[1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [1, 7], [1, 8], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [2, 8], [3, 4], [3, 5], [3, 6], [3, 7], [3, 8], [4, 5], [4, 6], [4, 7], [4, 8], [5, 6], [5, 7], [5, 8], [6, 7], [6, 8], [7, 8]]","[[1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [1, 7], [1, 8], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [2, 8], [3, 4], [3, 5], [3, 6], [3, 7], [3, 8], [4, 5], [4, 6], [4, 7], [4, 8], [5, 6], [5, 7], [5, 8], [6, 7], [6, 8], [7, 8]]"
301,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [4, 5, 7, 8], 'e2': [1, 6]}","[[1, 2], [1, 3], [1, 6], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [2, 8], [3, 4], [3, 5], [3, 6], [3, 7], [3, 8], [4, 5], [4, 7], [4, 8], [5, 7], [5, 8], [7, 8]]","[[1, 2], [1, 3], [1, 6], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [2, 8], [3, 4], [3, 5], [3, 6], [3, 7], [3, 8], [4, 5], [4, 7], [4, 8], [5, 7], [5, 8], [7, 8]]"
302,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [4, 5, 7, 8], 'e2': [4, 5, 7], 'e3': [4, 5, 6]}","[[1, 2], [1, 3], [1, 6], [1, 7], [1, 8], [2, 3], [2, 6], [2, 7], [2, 8], [3, 6], [3, 7], [3, 8], [4, 6], [5, 6], [6, 7], [6, 8], [7, 8]]","[[1, 2], [1, 3], [1, 6], [1, 7], [1, 8], [2, 3], [2, 6], [2, 7], [2, 8], [3, 6], [3, 7], [3, 8], [4, 6], [5, 6], [6, 7], [6, 8], [7, 8]]"
303,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [4, 6, 7], 'e2': [1, 3, 7], 'e3': [3, 4, 8]}","[[1, 2], [1, 5], [2, 5], [2, 6], [2, 8], [5, 6], [5, 8]]","[[1, 2], [1, 5], [2, 5], [2, 6], [2, 8], [5, 6], [5, 8]]"
304,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [5, 6, 7, 8], 'e2': [2, 4, 7], 'e3': [1, 2, 7]}","[[1, 2], [1, 3], [1, 4], [2, 4], [3, 4], [3, 5], [3, 6], [3, 8], [5, 6], [5, 8], [6, 8]]","[[1, 2], [1, 3], [1, 4], [2, 4], [3, 4], [3, 5], [3, 6], [3, 8], [5, 6], [5, 8], [6, 8]]"
305,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [7, 8], 'e2': [4, 8]}","[[1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [1, 7], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [3, 4], [3, 5], [3, 6], [3, 7], [4, 5], [4, 6], [4, 7], [4, 8], [5, 6], [5, 7], [6, 7], [7, 8]]","[[1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [1, 7], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [3, 4], [3, 5], [3, 6], [3, 7], [4, 5], [4, 6], [4, 7], [4, 8], [5, 6], [5, 7], [6, 7], [7, 8]]"
306,"{'e0': [1, 2, 3, 4, 5, 6, 7], 'e1': [1, 2, 3, 4, 5, 6], 'e2': [1, 2, 3, 5, 6]}","[[1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [1, 7], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [3, 4], [3, 5], [3, 6], [3, 7], [4, 5], [4, 6], [4, 7], [5, 6], [5, 7], [6, 7]]","[[1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [1, 7], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [3, 4], [3, 5], [3, 6], [3, 7], [4, 5], [4, 6], [4, 7], [5, 6], [5, 7], [6, 7]]"
307,"{'e0': [1, 2, 3, 4, 5, 6, 7], 'e1': [1, 2, 3, 4, 5, 6], 'e2': [1, 3, 7]}","[[1, 7], [2, 4], [2, 5], [2, 6], [2, 7], [3, 7], [4, 5], [4, 6], [4, 7], [5, 6], [5, 7], [6, 7]]","[[1, 7], [2, 4], [2, 5], [2, 6], [2, 7], [3, 7], [4, 5], [4, 6], [4, 7], [5, 6], [5, 7], [6, 7]]"
308,"{'e0': [1, 2, 3, 4, 5, 6, 7], 'e1': [1, 2, 3, 4, 5, 7], 'e2': [1, 2, 7]}","[[1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [1, 7], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [3, 4], [3, 5], [3, 6], [3, 7], [4, 5], [4, 6], [4, 7], [5, 6], [5, 7], [6, 7]]","[[1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [1, 7], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [3, 4], [3, 5], [3, 6], [3, 7], [4, 5], [4, 6], [4, 7], [5, 6], [5, 7], [6, 7]]"
309,"{'e0': [1, 2, 3, 4, 5, 6, 7], 'e1': [1, 2, 3, 4, 5, 7], 'e2': [3, 6], 'e3': [3, 4]}","[[1, 2], [1, 4], [1, 5], [1, 6], [1, 7], [2, 4], [2, 5], [2, 6], [2, 7], [3, 6], [4, 5], [4, 6], [4, 7], [5, 6], [5, 7], [6, 7]]","[[1, 2], [1, 4], [1, 5], [1, 6], [1, 7], [2, 4], [2, 5], [2, 6], [2, 7], [3, 6], [4, 5], [4, 6], [4, 7], [5, 6], [5, 7], [6, 7]]"
310,"{'e0': [1, 2, 3, 4, 5, 6, 7], 'e1': [1, 2, 3, 4, 5, 7], 'e2': [5, 7]}","[[1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [1, 7], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [3, 4], [3, 5], [3, 6], [3, 7], [4, 5], [4, 6], [4, 7], [5, 6], [5, 7], [6, 7]]","[[1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [1, 7], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [3, 4], [3, 5], [3, 6], [3, 7], [4, 5], [4, 6], [4, 7], [5, 6], [5, 7], [6, 7]]"
311,"{'e0': [1, 2, 3, 4, 5, 6, 7], 'e1': [1, 2, 3, 4, 5], 'e2': [1, 6], 'e3': [3, 7]}","[[1, 6], [2, 4], [2, 5], [2, 6], [2, 7], [3, 7], [4, 5], [4, 6], [4, 7], [5, 6], [5, 7]]","[[1, 6], [2, 4], [2, 5], [2, 6], [2, 7], [3, 7], [4, 5], [4, 6], [4, 7], [5, 6], [5, 7]]"
312,"{'e0': [1, 2, 3, 4, 5, 6, 7], 'e1': [1, 2, 3, 4, 6, 7], 'e2': [1, 2, 4, 7]}","[[1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [1, 7], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [3, 4], [3, 5], [3, 6], [3, 7], [4, 5], [4, 6], [4, 7], [5, 6], [5, 7], [6, 7]]","[[1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [1, 7], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [3, 4], [3, 5], [3, 6], [3, 7], [4, 5], [4, 6], [4, 7], [5, 6], [5, 7], [6, 7]]"
313,"{'e0': [1, 2, 3, 4, 5, 6, 7], 'e1': [1, 2, 3, 4, 6, 7], 'e2': [1, 4, 5, 7]}","[[1, 5], [2, 3], [2, 5], [2, 6], [3, 5], [3, 6], [4, 5], [5, 6], [5, 7]]","[[1, 5], [2, 3], [2, 5], [2, 6], [3, 5], [3, 6], [4, 5], [5, 6], [5, 7]]"
314,"{'e0': [1, 2, 3, 4, 5, 6, 7], 'e1': [1, 2, 3, 4, 6, 7], 'e2': [1, 7], 'e3': [5, 6]}","[[1, 2], [1, 3], [1, 4], [1, 7], [2, 3], [2, 4], [2, 5], [2, 7], [3, 4], [3, 5], [3, 7], [4, 5], [4, 7], [5, 6]]","[[1, 2], [1, 3], [1, 4], [1, 7], [2, 3], [2, 4], [2, 5], [2, 7], [3, 4], [3, 5], [3, 7], [4, 5], [4, 7], [5, 6]]"
315,"{'e0': [1, 2, 3, 4, 5, 6, 7], 'e1': [1, 2, 3, 4, 6, 7], 'e2': [5, 7]}","[[1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [2, 3], [2, 4], [2, 5], [2, 6], [3, 4], [3, 5], [3, 6], [4, 5], [4, 6], [5, 6], [5, 7]]","[[1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [2, 3], [2, 4], [2, 5], [2, 6], [3, 4], [3, 5], [3, 6], [4, 5], [4, 6], [5, 6], [5, 7]]"
316,"{'e0': [1, 2, 3, 4, 5, 6, 7], 'e1': [1, 2, 3, 4, 7], 'e2': [3, 5], 'e3': [5, 7]}","[[1, 2], [1, 4], [1, 6], [2, 4], [2, 6], [3, 5], [4, 6], [5, 7]]","[[1, 2], [1, 4], [1, 6], [2, 4], [2, 6], [3, 5], [4, 6], [5, 7]]"
317,"{'e0': [1, 2, 3, 4, 5, 6, 7], 'e1': [1, 2, 3, 4], 'e2': [6, 7], 'e3': [5, 6]}","[[1, 2], [1, 3], [1, 4], [2, 3], [2, 4], [3, 4], [5, 6], [5, 7], [6, 7]]","[[1, 2], [1, 3], [1, 4], [2, 3], [2, 4], [3, 4], [5, 6], [5, 7], [6, 7]]"
318,"{'e0': [1, 2, 3, 4, 5, 6, 7], 'e1': [1, 2, 3, 5, 6, 7], 'e2': [1, 6], 'e3': [3, 6]}","[[1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [1, 7], [2, 3], [2, 4], [2, 5], [2, 7], [3, 4], [3, 5], [3, 6], [3, 7], [4, 5], [4, 7], [5, 7]]","[[1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [1, 7], [2, 3], [2, 4], [2, 5], [2, 7], [3, 4], [3, 5], [3, 6], [3, 7], [4, 5], [4, 7], [5, 7]]"
319,"{'e0': [1, 2, 3, 4, 5, 6, 7], 'e1': [1, 2, 3, 5, 6], 'e2': [1, 2, 3, 4]}","[[1, 4], [2, 4], [3, 4], [4, 5], [4, 6], [4, 7], [5, 6], [5, 7], [6, 7]]","[[1, 4], [2, 4], [3, 4], [4, 5], [4, 6], [4, 7], [5, 6], [5, 7], [6, 7]]"
320,"{'e0': [1, 2, 3, 4, 5, 6, 7], 'e1': [1, 2, 3, 5, 7], 'e2': [1, 2, 5, 7]}","[[1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [1, 7], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [3, 4], [3, 5], [3, 6], [3, 7], [4, 5], [4, 6], [4, 7], [5, 6], [5, 7], [6, 7]]","[[1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [1, 7], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [3, 4], [3, 5], [3, 6], [3, 7], [4, 5], [4, 6], [4, 7], [5, 6], [5, 7], [6, 7]]"
321,"{'e0': [1, 2, 3, 4, 5, 6, 7], 'e1': [1, 2, 3, 5], 'e2': [3, 7], 'e3': [2, 5]}","[[1, 2], [1, 4], [1, 5], [1, 6], [1, 7], [2, 4], [2, 5], [2, 6], [3, 7], [4, 5], [4, 6], [4, 7], [5, 6], [6, 7]]","[[1, 2], [1, 4], [1, 5], [1, 6], [1, 7], [2, 4], [2, 5], [2, 6], [3, 7], [4, 5], [4, 6], [4, 7], [5, 6], [6, 7]]"
322,"{'e0': [1, 2, 3, 4, 5, 6, 7], 'e1': [1, 2, 3, 7], 'e2': [4, 5], 'e3': [2, 4]}","[[1, 3], [1, 6], [1, 7], [3, 6], [3, 7], [4, 5], [5, 6], [6, 7]]","[[1, 3], [1, 6], [1, 7], [3, 6], [3, 7], [4, 5], [5, 6], [6, 7]]"
323,"{'e0': [1, 2, 3, 4, 5, 6, 7], 'e1': [1, 2, 4, 5, 6], 'e2': [1, 7], 'e3': [1, 4]}","[[1, 7], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [3, 4], [3, 5], [3, 6], [3, 7], [4, 5], [4, 6], [4, 7], [5, 6], [5, 7], [6, 7]]","[[1, 7], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [3, 4], [3, 5], [3, 6], [3, 7], [4, 5], [4, 6], [4, 7], [5, 6], [5, 7], [6, 7]]"
324,"{'e0': [1, 2, 3, 4, 5, 6, 7], 'e1': [1, 2, 4, 5, 6], 'e2': [5, 6], 'e3': [2, 4]}","[[1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [1, 7], [2, 3], [2, 4], [2, 7], [3, 4], [3, 5], [3, 6], [3, 7], [4, 7], [5, 6], [5, 7], [6, 7]]","[[1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [1, 7], [2, 3], [2, 4], [2, 7], [3, 4], [3, 5], [3, 6], [3, 7], [4, 7], [5, 6], [5, 7], [6, 7]]"
325,"{'e0': [1, 2, 3, 4, 5, 6, 7], 'e1': [1, 2, 4, 5, 6], 'e2': [5, 6]}","[[1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [1, 7], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [3, 4], [3, 5], [3, 6], [3, 7], [4, 5], [4, 6], [4, 7], [5, 6], [5, 7], [6, 7]]","[[1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [1, 7], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [3, 4], [3, 5], [3, 6], [3, 7], [4, 5], [4, 6], [4, 7], [5, 6], [5, 7], [6, 7]]"
326,"{'e0': [1, 2, 3, 4, 5, 6, 7], 'e1': [1, 2, 4, 5], 'e2': [4, 5], 'e3': [1, 2]}","[[1, 2], [1, 3], [1, 6], [1, 7], [2, 3], [2, 6], [2, 7], [3, 4], [3, 5], [3, 6], [3, 7], [4, 5], [4, 6], [4, 7], [5, 6], [5, 7], [6, 7]]","[[1, 2], [1, 3], [1, 6], [1, 7], [2, 3], [2, 6], [2, 7], [3, 4], [3, 5], [3, 6], [3, 7], [4, 5], [4, 6], [4, 7], [5, 6], [5, 7], [6, 7]]"
327,"{'e0': [1, 2, 3, 4, 5, 6, 7], 'e1': [1, 2, 4, 6], 'e2': [2, 6], 'e3': [2, 4]}","[[1, 3], [1, 4], [1, 5], [1, 6], [1, 7], [2, 4], [2, 6], [3, 4], [3, 5], [3, 6], [3, 7], [4, 5], [4, 6], [4, 7], [5, 6], [5, 7], [6, 7]]","[[1, 3], [1, 4], [1, 5], [1, 6], [1, 7], [2, 4], [2, 6], [3, 4], [3, 5], [3, 6], [3, 7], [4, 5], [4, 6], [4, 7], [5, 6], [5, 7], [6, 7]]"
328,"{'e0': [1, 2, 3, 4, 5, 6, 7], 'e1': [1, 2, 4, 6], 'e2': [6, 7]}","[[1, 2], [1, 3], [1, 4], [1, 5], [1, 7], [2, 3], [2, 4], [2, 5], [2, 7], [3, 4], [3, 5], [3, 7], [4, 5], [4, 7], [5, 7], [6, 7]]","[[1, 2], [1, 3], [1, 4], [1, 5], [1, 7], [2, 3], [2, 4], [2, 5], [2, 7], [3, 4], [3, 5], [3, 7], [4, 5], [4, 7], [5, 7], [6, 7]]"
329,"{'e0': [1, 2, 3, 4, 5, 6, 7], 'e1': [1, 2, 4, 7], 'e2': [2, 3, 5]}","[[1, 4], [1, 6], [1, 7], [3, 5], [3, 6], [4, 6], [4, 7], [5, 6], [6, 7]]","[[1, 4], [1, 6], [1, 7], [3, 5], [3, 6], [4, 6], [4, 7], [5, 6], [6, 7]]"
330,"{'e0': [1, 2, 3, 4, 5, 6, 7], 'e1': [1, 2, 4], 'e2': [1, 4], 'e3': [2, 4]}","[[1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [1, 7], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [3, 5], [3, 6], [3, 7], [5, 6], [5, 7], [6, 7]]","[[1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [1, 7], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [3, 5], [3, 6], [3, 7], [5, 6], [5, 7], [6, 7]]"
331,"{'e0': [1, 2, 3, 4, 5, 6, 7], 'e1': [1, 2, 4], 'e2': [3, 5, 6], 'e3': [1, 2]}","[[1, 2], [1, 4], [1, 7], [2, 4], [2, 7], [3, 5], [3, 6], [3, 7], [4, 7], [5, 6], [5, 7], [6, 7]]","[[1, 2], [1, 4], [1, 7], [2, 4], [2, 7], [3, 5], [3, 6], [3, 7], [4, 7], [5, 6], [5, 7], [6, 7]]"
332,"{'e0': [1, 2, 3, 4, 5, 6, 7], 'e1': [1, 2, 4], 'e2': [3, 5, 7], 'e3': [2, 7]}","[[1, 4], [1, 6], [3, 5], [3, 6], [4, 6], [5, 6]]","[[1, 4], [1, 6], [3, 5], [3, 6], [4, 6], [5, 6]]"
333,"{'e0': [1, 2, 3, 4, 5, 6, 7], 'e1': [1, 2, 5, 6, 7], 'e2': [1, 3, 4, 6, 7]}","[[2, 5], [3, 4]]","[[2, 5], [3, 4]]"
334,"{'e0': [1, 2, 3, 4, 5, 6, 7], 'e1': [1, 2, 5, 6, 7], 'e2': [3, 5], 'e3': [3, 4]}","[[1, 2], [1, 6], [1, 7], [2, 6], [2, 7], [3, 4], [6, 7]]","[[1, 2], [1, 6], [1, 7], [2, 6], [2, 7], [3, 4], [6, 7]]"
335,"{'e0': [1, 2, 3, 4, 5, 6, 7], 'e1': [1, 2, 5, 7], 'e2': [2, 3, 4, 5]}","[[1, 6], [1, 7], [3, 4], [3, 6], [4, 6], [6, 7]]","[[1, 6], [1, 7], [3, 4], [3, 6], [4, 6], [6, 7]]"
336,"{'e0': [1, 2, 3, 4, 5, 6, 7], 'e1': [1, 2, 5], 'e2': [1, 2, 6], 'e3': [3, 4]}","[[1, 5], [1, 6], [2, 5], [2, 6], [3, 4], [3, 7], [4, 7], [5, 6], [5, 7], [6, 7]]","[[1, 5], [1, 6], [2, 5], [2, 6], [3, 4], [3, 7], [4, 7], [5, 6], [5, 7], [6, 7]]"
337,"{'e0': [1, 2, 3, 4, 5, 6, 7], 'e1': [1, 2, 5], 'e2': [2, 5], 'e3': [4, 5]}","[[1, 2], [1, 3], [1, 4], [1, 6], [1, 7], [2, 3], [2, 4], [2, 6], [2, 7], [3, 4], [3, 6], [3, 7], [4, 5], [4, 6], [4, 7], [6, 7]]","[[1, 2], [1, 3], [1, 4], [1, 6], [1, 7], [2, 3], [2, 4], [2, 6], [2, 7], [3, 4], [3, 6], [3, 7], [4, 5], [4, 6], [4, 7], [6, 7]]"
338,"{'e0': [1, 2, 3, 4, 5, 6, 7], 'e1': [1, 2, 6], 'e2': [2, 4, 5], 'e3': [1, 6]}","[[1, 3], [1, 6], [1, 7], [3, 4], [3, 5], [3, 6], [3, 7], [4, 5], [4, 7], [5, 7], [6, 7]]","[[1, 3], [1, 6], [1, 7], [3, 4], [3, 5], [3, 6], [3, 7], [4, 5], [4, 7], [5, 7], [6, 7]]"
339,"{'e0': [1, 2, 3, 4, 5, 6, 7], 'e1': [1, 3, 4, 5, 6, 7], 'e2': [1, 2, 4, 5, 6, 7]}","[[1, 2], [1, 3], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [3, 4], [3, 5], [3, 6], [3, 7]]","[[1, 2], [1, 3], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [3, 4], [3, 5], [3, 6], [3, 7]]"
340,"{'e0': [1, 2, 3, 4, 5, 6, 7], 'e1': [1, 3, 4, 5, 6, 7], 'e2': [3, 7], 'e3': [4, 6]}","[[1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [1, 7], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [3, 5], [3, 7], [4, 5], [4, 6], [5, 6], [5, 7]]","[[1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [1, 7], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [3, 5], [3, 7], [4, 5], [4, 6], [5, 6], [5, 7]]"
341,"{'e0': [1, 2, 3, 4, 5, 6, 7], 'e1': [1, 3, 4, 6], 'e2': [1, 2, 3]}","[[1, 2], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [4, 5], [4, 6], [4, 7], [5, 6], [5, 7], [6, 7]]","[[1, 2], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [4, 5], [4, 6], [4, 7], [5, 6], [5, 7], [6, 7]]"
342,"{'e0': [1, 2, 3, 4, 5, 6, 7], 'e1': [1, 3, 4], 'e2': [3, 6, 7], 'e3': [3, 5]}","[[1, 2], [1, 4], [1, 5], [2, 4], [2, 5], [2, 6], [2, 7], [4, 5], [5, 6], [5, 7], [6, 7]]","[[1, 2], [1, 4], [1, 5], [2, 4], [2, 5], [2, 6], [2, 7], [4, 5], [5, 6], [5, 7], [6, 7]]"
343,"{'e0': [1, 2, 3, 4, 5, 6, 7], 'e1': [1, 3, 5, 6, 7], 'e2': [1, 5, 7]}","[[1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [1, 7], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [3, 4], [3, 5], [3, 6], [3, 7], [4, 5], [4, 6], [4, 7], [5, 6], [5, 7], [6, 7]]","[[1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [1, 7], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [3, 4], [3, 5], [3, 6], [3, 7], [4, 5], [4, 6], [4, 7], [5, 6], [5, 7], [6, 7]]"
344,"{'e0': [1, 2, 3, 4, 5, 6, 7], 'e1': [1, 3, 5, 7], 'e2': [1, 6], 'e3': [2, 4]}","[[1, 6], [2, 4], [3, 5], [3, 6], [3, 7], [5, 6], [5, 7], [6, 7]]","[[1, 6], [2, 4], [3, 5], [3, 6], [3, 7], [5, 6], [5, 7], [6, 7]]"
345,"{'e0': [1, 2, 3, 4, 5, 6, 7], 'e1': [1, 3, 6], 'e2': [1, 5], 'e3': [3, 6]}","[[1, 5], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [3, 4], [3, 6], [3, 7], [4, 5], [4, 6], [4, 7], [5, 7], [6, 7]]","[[1, 5], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [3, 4], [3, 6], [3, 7], [4, 5], [4, 6], [4, 7], [5, 7], [6, 7]]"
346,"{'e0': [1, 2, 3, 4, 5, 6, 7], 'e1': [1, 3, 6], 'e2': [2, 3], 'e3': [3, 7]}","[[1, 2], [1, 4], [1, 5], [1, 6], [1, 7], [2, 4], [2, 5], [2, 6], [2, 7], [4, 5], [4, 6], [4, 7], [5, 6], [5, 7], [6, 7]]","[[1, 2], [1, 4], [1, 5], [1, 6], [1, 7], [2, 4], [2, 5], [2, 6], [2, 7], [4, 5], [4, 6], [4, 7], [5, 6], [5, 7], [6, 7]]"
347,"{'e0': [1, 2, 3, 4, 5, 6, 7], 'e1': [1, 3, 7], 'e2': [1, 4], 'e3': [4, 7]}","[[1, 4], [2, 3], [2, 5], [2, 6], [3, 5], [3, 6], [4, 7], [5, 6]]","[[1, 4], [2, 3], [2, 5], [2, 6], [3, 5], [3, 6], [4, 7], [5, 6]]"
348,"{'e0': [1, 2, 3, 4, 5, 6, 7], 'e1': [1, 3, 7], 'e2': [3, 7]}","[[1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [1, 7], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [3, 4], [3, 5], [3, 6], [3, 7], [4, 5], [4, 6], [4, 7], [5, 6], [5, 7], [6, 7]]","[[1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [1, 7], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [3, 4], [3, 5], [3, 6], [3, 7], [4, 5], [4, 6], [4, 7], [5, 6], [5, 7], [6, 7]]"
349,"{'e0': [1, 2, 3, 4, 5, 6, 7], 'e1': [1, 3], 'e2': [1, 6], 'e3': [1, 7]}","[[2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [3, 4], [3, 5], [3, 6], [3, 7], [4, 5], [4, 6], [4, 7], [5, 6], [5, 7], [6, 7]]","[[2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [3, 4], [3, 5], [3, 6], [3, 7], [4, 5], [4, 6], [4, 7], [5, 6], [5, 7], [6, 7]]"
350,"{'e0': [1, 2, 3, 4, 5, 6, 7], 'e1': [1, 3], 'e2': [3, 7], 'e3': [1, 6]}","[[1, 6], [2, 4], [2, 5], [2, 6], [2, 7], [3, 7], [4, 5], [4, 6], [4, 7], [5, 6], [5, 7]]","[[1, 6], [2, 4], [2, 5], [2, 6], [2, 7], [3, 7], [4, 5], [4, 6], [4, 7], [5, 6], [5, 7]]"
351,"{'e0': [1, 2, 3, 4, 5, 6, 7], 'e1': [1, 4, 5, 6, 7], 'e2': [2, 3, 4]}","[[1, 5], [1, 6], [1, 7], [2, 3], [5, 6], [5, 7], [6, 7]]","[[1, 5], [1, 6], [1, 7], [2, 3], [5, 6], [5, 7], [6, 7]]"
352,"{'e0': [1, 2, 3, 4, 5, 6, 7], 'e1': [1, 4, 5, 6, 7], 'e2': [2, 3, 5, 6]}","[[1, 4], [1, 7], [2, 3], [4, 7]]","[[1, 4], [1, 7], [2, 3], [4, 7]]"
353,"{'e0': [1, 2, 3, 4, 5, 6, 7], 'e1': [1, 4, 5, 6, 7], 'e2': [2, 3]}","[[1, 4], [1, 5], [1, 6], [1, 7], [2, 3], [4, 5], [4, 6], [4, 7], [5, 6], [5, 7], [6, 7]]","[[1, 4], [1, 5], [1, 6], [1, 7], [2, 3], [4, 5], [4, 6], [4, 7], [5, 6], [5, 7], [6, 7]]"
354,"{'e0': [1, 2, 3, 4, 5, 6, 7], 'e1': [1, 4, 5, 6, 7], 'e2': [3, 6], 'e3': [2, 6]}","[[1, 2], [1, 3], [1, 4], [1, 5], [1, 7], [2, 3], [2, 4], [2, 5], [2, 7], [3, 4], [3, 5], [3, 7], [4, 5], [4, 7], [5, 7]]","[[1, 2], [1, 3], [1, 4], [1, 5], [1, 7], [2, 3], [2, 4], [2, 5], [2, 7], [3, 4], [3, 5], [3, 7], [4, 5], [4, 7], [5, 7]]"
355,"{'e0': [1, 2, 3, 4, 5, 6, 7], 'e1': [1, 4, 5, 7], 'e2': [1, 3, 4, 7]}","[[1, 3], [1, 5], [2, 3], [2, 5], [2, 6], [3, 4], [3, 5], [3, 6], [3, 7], [4, 5], [5, 6], [5, 7]]","[[1, 3], [1, 5], [2, 3], [2, 5], [2, 6], [3, 4], [3, 5], [3, 6], [3, 7], [4, 5], [5, 6], [5, 7]]"
356,"{'e0': [1, 2, 3, 4, 5, 6, 7], 'e1': [1, 4, 6], 'e2': [1, 4, 5], 'e3': [5, 6]}","[[2, 3], [2, 7], [3, 7], [5, 6]]","[[2, 3], [2, 7], [3, 7], [5, 6]]"
357,"{'e0': [1, 2, 3, 4, 5, 6, 7], 'e1': [1, 5, 6, 7], 'e2': [1, 4], 'e3': [3, 7]}","[[1, 4], [2, 3], [2, 4], [2, 5], [2, 6], [3, 5], [3, 6], [3, 7], [4, 5], [4, 6], [5, 6]]","[[1, 4], [2, 3], [2, 4], [2, 5], [2, 6], [3, 5], [3, 6], [3, 7], [4, 5], [4, 6], [5, 6]]"
